date,country,state,county,fips,lat,long,locationId,actuals.cases,actuals.deaths,actuals.positiveTests,actuals.negativeTests,actuals.contactTracers,actuals.hospitalBeds.capacity,actuals.hospitalBeds.currentUsageTotal,actuals.hospitalBeds.currentUsageCovid,actuals.hospitalBeds.typicalUsageRate,actuals.icuBeds.capacity,actuals.icuBeds.currentUsageTotal,actuals.icuBeds.currentUsageCovid,actuals.icuBeds.typicalUsageRate,actuals.newCases,actuals.vaccinesDistributed,actuals.vaccinationsInitiated,actuals.vaccinationsCompleted,metrics.testPositivityRatio,metrics.testPositivityRatioDetails,metrics.caseDensity,metrics.contactTracerCapacityRatio,metrics.infectionRate,metrics.infectionRateCI90,metrics.icuHeadroomRatio,metrics.icuHeadroomDetails,metrics.icuCapacityRatio,riskLevels.overall,metrics.vaccinationsInitiatedRatio,metrics.vaccinationsCompletedRatio,actuals.newDeaths,actuals.vaccinesAdministered
2021-01-03,US,PA,,42,,,iso1:us#iso2:us-pa,666207,16324,764011,7664579,1508,,27796,6489,,3926,3066,1245,,4476,,,,0.136,,57.9,0.04,0.98,0.1,0.59,,0.78,3,,,54,
2021-01-04,US,PA,,42,,,iso1:us#iso2:us-pa,670769,16394,771383,7700919,1508,,26831,6490,,3834,3082,1267,,4562,,,,0.137,,57.3,0.04,0.98,0.1,0.63,,0.8,3,,,70,
2021-01-05,US,PA,,42,,,iso1:us#iso2:us-pa,679760,16583,780111,7755273,1508,,27601,6673,,3884,3190,1217,,8991,,,,0.136,,57.7,0.04,0.98,0.1,0.64,,0.82,3,,,189,
2021-01-06,US,PA,,42,,,iso1:us#iso2:us-pa,689162,16960,789610,7822765,1508,,30055,6590,,3906,3184,1191,,9402,,,,0.136,,58.5,0.04,0.98,0.1,0.62,,0.82,3,,,377,
2021-01-07,US,PA,,42,,,iso1:us#iso2:us-pa,699018,17220,799039,7891153,1508,,30121,6406,,3935,3191,1173,,9856,,,,0.134,,59.1,0.04,0.97,0.1,0.61,,0.81,3,,,260,
2021-01-08,US,PA,,42,,,iso1:us#iso2:us-pa,709235,17427,807148,7954468,1508,,27332,6212,,3873,3126,1134,,10217,,,,0.132,,62.8,0.04,0.96,0.1,0.6,,0.81,3,,,207,
2021-01-09,US,PA,,42,,,iso1:us#iso2:us-pa,718642,17681,814871,8006011,1508,,26894,6148,,3994,3176,1136,,9407,,,,0.131,,63.5,0.04,0.95,0.1,0.58,,0.8,3,,,254,
2021-01-10,US,PA,,42,,,iso1:us#iso2:us-pa,725506,17780,820759,8043546,1508,,26072,5871,,4001,3108,1113,,6864,,,,0.13,,66.2,0.04,0.95,0.1,0.55,,0.78,3,,,99,
2021-01-11,US,PA,,42,,,iso1:us#iso2:us-pa,731967,17861,826940,8082127,1508,,24669,5881,,3742,3124,1138,,6461,,,,0.127,,68.3,0.03,0.94,0.1,0.65,,0.83,3,,,81,
2021-01-12,US,PA,,42,,,iso1:us#iso2:us-pa,739212,18091,833114,8137215,1508,,24900,5784,,3896,3270,1104,,7245,,,,0.122,,66.3,0.04,0.93,0.1,0.64,,0.84,3,,,230,
2021-01-13,US,PA,,42,,,iso1:us#iso2:us-pa,747245,18458,839732,8203102,1508,,28001,5864,,4026,3249,1117,,8033,,,,0.116,,64.8,0.04,0.92,0.1,0.59,,0.81,3,,,367,
2021-01-14,US,PA,,42,,,iso1:us#iso2:us-pa,754441,18752,846467,8268731,1508,,27445,5750,,4071,3222,1087,,7196,1065300,353821,56188,0.112,,61.8,0.04,0.91,0.1,0.56,,0.79,3,0.028,0.004,294,410414
2021-01-15,US,PA,,42,,,iso1:us#iso2:us-pa,760552,18978,853378,8331025,1508,,27777,5622,,3977,3193,1052,,6111,1075350,380727,66941,0.109,,57.3,0.04,0.9,0.1,0.57,,0.8,3,0.03,0.005,226,448151
2021-01-16,US,PA,,42,,,iso1:us#iso2:us-pa,767074,19188,859004,8383781,1508,,27218,5435,,3999,3170,1040,,6522,,,,0.105,,54,0.04,0.89,0.1,0.56,,0.79,3,,,210,
2021-01-17,US,PA,,42,,,iso1:us#iso2:us-pa,772747,19310,863387,8420014,1508,,26042,5347,,3929,3031,1021,,5673,,,,0.102,,52.7,0.04,0.89,0.1,0.53,,0.77,3,,,122,
2021-01-18,US,PA,,42,,,iso1:us#iso2:us-pa,776490,19390,867761,8453186,1508,,24195,5160,,3856,3090,993,,3743,,,,0.099,,49.7,0.05,0.89,0.1,0.56,,0.8,3,,,80,
2021-01-19,US,PA,,42,,,iso1:us#iso2:us-pa,783355,19467,872820,8505595,1508,,24948,5122,,3875,3117,957,,6865,1075350,464339,79526,0.097,,49.3,0.05,0.89,0.1,0.56,,0.8,3,0.036,0.006,77,544416
2021-01-20,US,PA,,42,,,iso1:us#iso2:us-pa,789029,19868,878647,8571415,1508,,27313,5100,,3991,3148,931,,5674,1223250,482791,85290,0.096,,46.6,0.05,0.89,0.1,0.52,,0.79,3,0.038,0.007,401,568660
2021-01-21,US,PA,,42,,,iso1:us#iso2:us-pa,794632,20128,883970,8628280,1508,,27160,4926,,3919,3075,912,,5603,1344375,508391,96395,0.094,,44.8,0.05,0.89,0.1,0.52,,0.78,3,0.04,0.008,260,605428
2021-01-22,US,PA,,42,,,iso1:us#iso2:us-pa,799948,20322,889157,8684463,1508,,27163,4915,,4002,3186,869,,5316,1465850,539431,112692,0.092,,44,0.05,0.89,0.1,0.52,,0.8,3,0.042,0.009,194,652886
2021-01-23,US,PA,,42,,,iso1:us#iso2:us-pa,805272,20526,893765,8736389,1508,,26393,4640,,3992,3164,854,,5324,1564125,572228,122849,0.09,,42.6,0.06,0.89,0.1,0.51,,0.79,3,0.045,0.01,204,695870
2021-01-24,US,PA,,42,,,iso1:us#iso2:us-pa,808951,20609,897748,8771925,1508,,25587,4553,,3966,2990,845,,3679,1564125,611359,131908,0.089,,40.4,0.06,0.89,0.1,0.46,,0.75,3,0.048,0.01,83,744591
2021-01-25,US,PA,,42,,,iso1:us#iso2:us-pa,813665,20664,901455,8802592,1508,,23854,4422,,3839,3010,836,,4714,1564125,639526,135939,0.088,,41.5,0.06,0.9,0.1,0.5,,0.78,3,0.05,0.011,55,776799
2021-01-26,US,PA,,42,,,iso1:us#iso2:us-pa,818330,20883,905703,8848325,1508,,25187,4472,,4006,3170,838,,4665,1636675,657711,141304,0.088,,39,0.06,0.9,0.1,0.5,,0.79,3,0.051,0.011,219,800354
2021-01-27,US,PA,,42,,,iso1:us#iso2:us-pa,824216,21105,910648,8910527,1508,,27516,4553,,3971,3184,807,,5886,1817925,693731,156798,0.086,,39.3,0.06,0.9,0.1,0.51,,0.8,3,0.054,0.012,222,851980
2021-01-28,US,PA,,42,,,iso1:us#iso2:us-pa,830295,21350,915581,8970102,1508,,26926,4500,,3915,3091,769,,6079,1915350,695656,159259,0.085,,39.8,0.06,0.9,0.1,0.48,,0.79,3,0.054,0.012,245,856371
2021-01-29,US,PA,,42,,,iso1:us#iso2:us-pa,839888,21524,920193,9024573,1508,,26620,4365,,3923,3057,772,,9593,1973775,777260,193432,0.084,,44.6,0.05,0.89,0.1,0.47,,0.78,3,0.061,0.015,174,972742
2021-01-30,US,PA,,42,,,iso1:us#iso2:us-pa,844519,21658,923904,9069939,1508,,26032,4120,,3927,2991,733,,4631,1976925,819889,209964,0.083,,43.8,0.05,0.89,0.1,0.44,,0.76,3,0.064,0.016,134,1032426
2021-01-31,US,PA,,42,,,iso1:us#iso2:us-pa,848244,21715,925942,9095450,1508,,24806,4037,,3929,2886,745,,3725,1976925,862021,223489,0.08,,43.8,0.05,0.89,0.1,0.42,,0.73,3,0.067,0.017,57,1088172
2021-02-01,US,PA,,42,,,iso1:us#iso2:us-pa,851911,21741,928201,9114507,1508,,23392,3989,,3746,2868,691,,3667,1976925,900237,231261,0.079,,42.7,0.06,0.88,0.1,0.44,,0.77,3,0.07,0.018,26,1134185
2021-02-02,US,PA,,42,,,iso1:us#iso2:us-pa,856214,21866,930494,9141560,1508,,24520,4166,,3802,3046,706,,4303,1987200,916235,236995,0.078,,42.3,0.06,0.88,0.1,0.48,,0.8,3,0.072,0.019,125,1155945
2021-02-03,US,PA,,42,,,iso1:us#iso2:us-pa,859345,22010,933168,9183161,1508,,26309,4110,,3891,3019,703,,3131,2143150,917497,237876,0.076,,39.2,0.06,0.88,0.1,0.45,,0.78,3,0.072,0.019,144,1158091
2021-02-04,US,PA,,42,,,iso1:us#iso2:us-pa,862763,22143,937916,9241569,1508,,26289,3813,,3968,3099,690,,3418,2203850,958587,257255,0.076,,36.2,0.07,0.87,0.1,0.44,,0.78,3,0.075,0.02,133,1218735
2021-02-05,US,PA,,42,,,iso1:us#iso2:us-pa,867502,22273,942515,9298092,1508,,25972,3773,,3907,3053,666,,4739,2292500,993076,275444,0.075,,30.8,0.08,0.87,0.1,0.44,,0.78,3,0.078,0.022,130,1271529
2021-02-06,US,PA,,42,,,iso1:us#iso2:us-pa,871435,22422,946319,9343477,1508,,25784,3587,,3951,3014,650,,3933,2292500,1036395,298741,0.076,,30,0.08,0.86,0.1,0.41,,0.76,3,0.081,0.023,149,1338491
2021-02-07,US,PA,,42,,,iso1:us#iso2:us-pa,875557,22493,948600,9369611,1508,,25037,3468,,3924,2888,619,,4122,2292500,1082700,321336,0.076,,30.5,0.08,0.86,0.1,0.37,,0.74,3,0.085,0.025,71,1407839
2021-02-08,US,PA,,42,,,iso1:us#iso2:us-pa,878679,22497,951109,9394255,1508,,23795,3444,,3766,2892,623,,3122,,,,0.076,,29.9,0.08,0.86,0.1,0.42,,0.77,3,,,4,
2021-02-09,US,PA,,42,,,iso1:us#iso2:us-pa,883005,22656,954399,9445385,1508,,24498,3472,,3878,3065,622,,4326,2322875,1134099,340234,0.073,,29.9,0.08,0.86,0.1,0.43,,0.79,3,0.089,0.027,159,1478180
2021-02-10,US,PA,,42,,,iso1:us#iso2:us-pa,886115,22795,957455,9502144,1508,,27099,3541,,3955,3044,588,,3110,2437975,1176825,356869,0.071,,29.9,0.08,0.86,0.1,0.39,,0.77,3,0.092,0.028,139,1538058
2021-02-11,US,PA,,42,,,iso1:us#iso2:us-pa,890100,22908,960688,9556406,1508,,26693,3313,,3873,2979,544,,3985,2540475,1215755,373882,0.067,,30.5,0.08,0.86,0.1,0.38,,0.77,3,0.095,0.029,113,1594474
2021-02-12,US,PA,,42,,,iso1:us#iso2:us-pa,893359,23007,963735,9603001,1508,,26358,3195,,3963,3052,531,,3259,2592850,1264215,399610,0.065,,28.9,0.08,0.86,0.1,0.37,,0.77,3,0.099,0.031,99,1668862
2021-02-13,US,PA,,42,,,iso1:us#iso2:us-pa,897038,23114,966490,9642170,1508,,24937,2805,,3738,2841,526,,3679,2682600,1269266,403898,0.063,,28.6,0.08,0.86,0.1,0.37,,0.76,3,0.099,0.032,107,1678229
2021-02-14,US,PA,,42,,,iso1:us#iso2:us-pa,899474,23136,968514,9669401,1508,,23878,2736,,3782,2731,507,,2436,2689425,1363250,453485,0.062,,26.7,0.09,0.87,0.1,0.33,,0.72,3,0.106,0.035,22,1822327
2021-02-15,US,PA,,42,,,iso1:us#iso2:us-pa,901245,23157,970676,9693108,1508,,23155,2803,,3706,2829,545,,1771,,,,0.061,,25.2,0.09,0.87,0.1,0.38,,0.76,3,,,21,
2021-02-16,US,PA,,42,,,iso1:us#iso2:us-pa,904203,23166,973285,9730914,1508,,24242,2791,,3741,2959,513,,2958,2711550,1369992,457037,0.062,,23.7,0.1,0.87,0.1,0.4,,0.79,2,0.107,0.036,9,1832629
2021-02-17,US,PA,,42,,,iso1:us#iso2:us-pa,907736,23360,975762,9776294,1508,,25958,2788,,3891,2943,502,,3533,2717400,1445138,498866,0.063,,24.1,0.1,0.88,0.1,0.35,,0.76,2,0.113,0.039,194,1950185
2021-02-18,US,PA,,42,,,iso1:us#iso2:us-pa,911033,23452,978466,9821156,1508,,25742,2607,,3879,2955,495,,3297,2731050,1478146,518285,0.063,,23.4,0.1,0.88,0.1,0.35,,0.76,2,0.115,0.04,92,2002786
2021-02-19,US,PA,,42,,,iso1:us#iso2:us-pa,913825,23529,980538,9857892,1508,,26210,2599,,3921,3024,473,,2792,2989725,1601176,577183,0.062,,22.8,0.1,0.89,0.1,0.35,,0.77,2,0.125,0.045,77,2184973
2021-02-20,US,PA,,42,,,iso1:us#iso2:us-pa,916378,23615,982528,9889927,1508,,25029,2473,,3829,2813,432,,2553,2989725,1628681,596337,0.061,,21.6,0.11,0.9,0.1,0.3,,0.73,2,0.127,0.047,86,2231800
2021-02-21,US,PA,,42,,,iso1:us#iso2:us-pa,918174,23640,984109,9908508,1508,,24166,2370,,3838,2756,427,,1796,2989725,1667727,631998,0.061,,20.9,0.11,0.91,0.1,0.28,,0.72,2,0.13,0.049,25,2306828
2021-02-22,US,PA,,42,,,iso1:us#iso2:us-pa,920025,23657,985743,9931288,1508,,22997,2439,,3651,2731,439,,1851,2989725,1699811,654674,0.059,,21,0.11,0.91,0.1,0.32,,0.75,2,0.133,0.051,17,2358058
2021-02-23,US,PA,,42,,,iso1:us#iso2:us-pa,922848,23749,988238,9984121,1508,,24283,2488,,3705,2873,467,,2823,3268605,1710379,667307,0.056,,20.8,0.11,0.92,0.1,0.36,,0.78,2,0.134,0.052,92,2381079
2021-02-24,US,PA,,42,,,iso1:us#iso2:us-pa,925662,23832,991299,10044359,1508,,26488,2582,,3931,3008,456,,2814,3493465,1731971,689403,0.055,,20,0.12,0.93,0.1,0.33,,0.77,2,0.135,0.054,83,2425429
2021-02-25,US,PA,,42,,,iso1:us#iso2:us-pa,928029,23910,994205,10098351,1508,,26482,2557,,3858,2957,431,,2367,3647105,1766202,718962,0.054,,19,0.12,0.94,0.1,0.32,,0.77,2,0.138,0.056,78,2489919
2021-02-26,US,PA,,42,,,iso1:us#iso2:us-pa,931099,23979,996868,10147667,1508,,26211,2403,,3932,2970,411,,3070,3806965,1804661,752848,0.053,,19.3,0.12,0.94,0.1,0.3,,0.76,2,0.141,0.059,69,2562627
2021-02-27,US,PA,,42,,,iso1:us#iso2:us-pa,934113,23979,998879,10181730,1508,,25242,2203,,3841,2841,408,,3014,3915545,1868724,800575,0.053,,19.8,0.12,0.95,0.1,0.29,,0.74,2,0.146,0.063,0,2676006
2021-02-28,US,PA,,42,,,iso1:us#iso2:us-pa,935911,24056,1000427,10200600,1508,,24426,2123,,3832,2713,395,,1798,3915545,1911844,833444,0.053,,19.8,0.12,0.96,0.1,0.26,,0.71,2,0.149,0.065,77,2751844
2021-03-01,US,PA,,42,,,iso1:us#iso2:us-pa,938308,24065,1002242,10227547,1508,,23242,2117,,3699,2776,380,,2397,3915545,1956197,871814,0.053,,20.4,0.12,0.97,0.1,0.29,,0.75,2,0.153,0.068,9,2835338
2021-03-02,US,PA,,42,,,iso1:us#iso2:us-pa,940811,24135,1004716,10281658,1508,,24344,2239,,3791,2919,387,,2503,4025115,1991624,888877,0.052,,20,0.12,0.97,0.1,0.31,,0.77,2,0.156,0.069,70,2886451
2021-03-03,US,PA,,42,,,iso1:us#iso2:us-pa,943448,24214,1007009,10335616,1508,,26516,2321,,3922,2959,380,,2637,4280055,2027725,915065,0.051,,19.8,0.12,0.98,0.1,0.28,,0.75,2,0.158,0.071,79,2948581
2021-03-04,US,PA,,42,,,iso1:us#iso2:us-pa,946455,24265,1009522,10384106,1508,,26608,2158,,3949,2968,348,,3007,4332465,2080306,950079,0.051,,20.6,0.11,0.99,0.1,0.26,,0.75,2,0.162,0.074,51,3036398
2021-03-05,US,PA,,42,,,iso1:us#iso2:us-pa,949223,24311,1011792,10429493,1508,,25872,2050,,3924,2951,339,,2768,4439935,2174827,988025,0.05,,20.2,0.12,0.99,0.1,0.26,,0.75,2,0.17,0.077,46,3169691
2021-03-06,US,PA,,42,,,iso1:us#iso2:us-pa,951703,24362,1013784,10462943,1508,,24853,1949,,3851,2833,330,,2480,4641045,2257020,1033492,0.05,,19.6,0.12,1,0.1,0.24,,0.74,2,0.176,0.081,51,3298800
2021-03-07,US,PA,,42,,,iso1:us#iso2:us-pa,953421,24393,1015519,10482269,1508,,24495,1898,,3853,2721,325,,1718,4641045,2274225,1038966,0.051,,19.5,0.12,1.01,0.1,0.22,,0.71,2,0.178,0.081,31,3319263
2021-03-08,US,PA,,42,,,iso1:us#iso2:us-pa,955337,24401,1017204,10506524,1508,,22922,1921,,3760,2755,330,,1916,4641045,2289199,1043146,0.051,,19,0.12,1.01,0.1,0.25,,0.73,2,0.179,0.081,8,3335592
2021-03-09,US,PA,,42,,,iso1:us#iso2:us-pa,958266,24445,1019847,10557591,1508,,24062,2072,,3728,2923,345,,2929,4808285,2401448,1117905,0.052,,19.5,0.12,1.02,0.1,0.3,,0.78,2,0.188,0.087,44,3524263
2021-03-10,US,PA,,42,,,iso1:us#iso2:us-pa,960877,24485,1022283,10611853,1508,,26120,2079,,3900,2897,352,,2611,4968885,2470284,1161950,0.052,,19.4,0.12,1.03,0.1,0.26,,0.74,2,0.193,0.091,40,3638014
2021-03-11,US,PA,,42,,,iso1:us#iso2:us-pa,963552,24533,1024528,10659054,1508,,25915,1952,,3949,2943,327,,2675,5157695,2530355,1203908,0.052,,19.1,0.12,1.04,0.1,0.25,,0.75,2,0.198,0.094,48,3737143
2021-03-12,US,PA,,42,,,iso1:us#iso2:us-pa,966620,24576,1027452,10703175,1508,,25725,2012,,3892,2929,336,,3068,5193895,2548224,1211482,0.054,,19.4,0.12,1.05,0.1,0.26,,0.75,2,0.199,0.095,43,3759104
2021-03-13,US,PA,,42,,,iso1:us#iso2:us-pa,969095,24576,1029598,10733146,1508,,24754,1904,,3821,2781,315,,2475,5446125,2751412,1341625,0.055,,19.4,0.12,1.06,0.1,0.23,,0.73,2,0.215,0.105,0,4093668
2021-03-14,US,PA,,42,,,iso1:us#iso2:us-pa,970914,24576,1031250,10750906,1508,,24000,1822,,3753,2564,309,,1819,5446125,2812196,1378528,0.055,,19.5,0.12,1.07,0.1,0.21,,0.68,2,0.22,0.108,0,4191298
2021-03-15,US,PA,,42,,,iso1:us#iso2:us-pa,972772,24630,1033384,10778148,1508,,22908,1856,,3686,2709,304,,1858,5446125,2862957,1422010,0.056,,19.5,0.12,1.08,0.1,0.24,,0.73,2,0.224,0.111,54,4283453
2021-03-16,US,PA,,42,,,iso1:us#iso2:us-pa,975872,24714,1036309,10830127,1508,,24281,1979,,3772,2936,306,,3100,5533725,2901757,1442681,0.057,,19.6,0.12,1.09,0.1,0.27,,0.78,2,0.227,0.113,84,4340831
2021-03-17,US,PA,,42,,,iso1:us#iso2:us-pa,979065,24749,1039140,10880649,1508,,25731,1986,,3826,2890,307,,3193,5860715,3012928,1538429,0.059,,20.3,0.12,1.1,0.1,0.25,,0.76,2,0.235,0.12,35,4491125
2021-03-18,US,PA,,42,,,iso1:us#iso2:us-pa,982115,24781,1042241,10928185,1508,,25861,2011,,3832,2938,317,,3050,5956125,3087042,1580677,0.062,,20.7,0.11,1.1,0.1,0.26,,0.77,2,0.241,0.123,32,4591687
2021-03-19,US,PA,,42,,,iso1:us#iso2:us-pa,985595,24817,1044457,10956609,1508,,25856,2098,,3911,3018,341,,3480,6017065,3104875,1587925,0.063,,21.2,0.11,1.11,0.1,0.28,,0.77,2,0.243,0.124,36,4612975
2021-03-20,US,PA,,42,,,iso1:us#iso2:us-pa,989336,24841,1046012,10975268,1508,,24941,2043,,3869,2898,350,,3741,6257455,3124834,1596830,0.063,,22.6,0.1,1.12,0.1,0.26,,0.75,2,0.244,0.125,24,4637450
2021-03-21,US,PA,,42,,,iso1:us#iso2:us-pa,991403,24853,1048071,10994759,1508,,24029,1917,,3825,2774,353,,2067,6257455,3130512,1599223,0.065,,22.9,0.1,1.12,0.1,0.25,,0.73,2,0.245,0.125,12,4639971
2021-03-22,US,PA,,42,,,iso1:us#iso2:us-pa,993622,24839,1050576,11021285,1508,,23163,2057,,3678,2819,371,,2219,6257455,3209843,1639030,0.066,,23.3,0.1,1.12,0.1,0.3,,0.77,2,0.251,0.128,,4748613
2021-03-23,US,PA,,42,,,iso1:us#iso2:us-pa,997245,24876,1054302,11071433,1508,,24042,2064,,3706,2888,382,,3623,6337155,3481464,1782548,0.069,,23.9,0.1,1.12,0.1,0.32,,0.78,2,0.272,0.139,37,5150999
2021-03-24,US,PA,,42,,,iso1:us#iso2:us-pa,1001913,24934,1058051,11122830,1508,,26174,2158,,3997,3076,383,,4668,6713715,3578990,1828033,0.072,,25.5,0.09,1.12,0.1,0.29,,0.77,3,0.28,0.143,58,5290020
2021-03-25,US,PA,,42,,,iso1:us#iso2:us-pa,1005504,24972,1061635,11169307,1508,,26196,2250,,3827,2926,406,,3591,6814805,3601385,1843196,0.074,,26.1,0.09,1.12,0.1,0.31,,0.76,3,0.281,0.144,38,5325139
2021-03-26,US,PA,,42,,,iso1:us#iso2:us-pa,1010521,25013,1065959,11213623,1508,,25671,2318,,3829,2932,405,,5017,6947385,3739501,1899063,0.077,,27.8,0.08,1.12,0.1,0.31,,0.77,3,0.292,0.148,41,5516639
2021-03-27,US,PA,,42,,,iso1:us#iso2:us-pa,1014137,25044,1069789,11248951,1508,,24951,2284,,3815,2821,404,,3616,7164385,3842037,1954462,0.08,,27.7,0.09,1.12,0.1,0.29,,0.74,3,0.3,0.153,31,5670930
2021-03-28,US,PA,,42,,,iso1:us#iso2:us-pa,1016713,25058,1072563,11270052,1508,,24096,2224,,3769,2700,398,,2576,7164385,3917341,2007637,0.082,,28.2,0.08,1.11,0.1,0.27,,0.72,3,0.306,0.157,14,5795550
2021-03-29,US,PA,,42,,,iso1:us#iso2:us-pa,1020584,25073,1076005,11297975,1508,,23173,2363,,3634,2788,412,,3871,7164385,3971897,2055405,0.084,,30.1,0.08,1.11,0.1,0.33,,0.77,3,0.31,0.161,15,5893502
2021-03-30,US,PA,,42,,,iso1:us#iso2:us-pa,1025958,25106,1080303,11351559,1508,,24328,2591,,3614,2870,457,,5374,7404805,4003172,2084919,0.085,,32,0.07,1.1,0.1,0.38,,0.79,3,0.313,0.163,33,5947782
2021-03-31,US,PA,,42,,,iso1:us#iso2:us-pa,1030415,25150,1084767,11404722,1508,,25809,2580,,3792,2874,451,,4457,7659555,4071410,2128284,0.087,,31.8,0.07,1.09,0.1,0.33,,0.76,3,0.318,0.166,44,6056762
